Year,species,biomass,scenario
2017,Large Phytoplankton,11709085903,Precautionary Fishing
2018,Large Phytoplankton,12060283782,Precautionary Fishing
2019,Large Phytoplankton,12880822191,Precautionary Fishing
2020,Large Phytoplankton,12840896628,Precautionary Fishing
2021,Large Phytoplankton,10353075422,Precautionary Fishing
2022,Large Phytoplankton,10370224651,Precautionary Fishing
2023,Large Phytoplankton,10454055487,Precautionary Fishing
2024,Large Phytoplankton,8333126124,Precautionary Fishing
2025,Large Phytoplankton,7638211270,Precautionary Fishing
2026,Large Phytoplankton,6960971600,Precautionary Fishing
2027,Large Phytoplankton,6788350260,Precautionary Fishing
2028,Large Phytoplankton,7452312006,Precautionary Fishing
2029,Large Phytoplankton,7342245655,Precautionary Fishing
2030,Large Phytoplankton,5903506936,Precautionary Fishing
2031,Large Phytoplankton,5581491901,Precautionary Fishing
2032,Large Phytoplankton,6276621534,Precautionary Fishing
2033,Large Phytoplankton,9519215379,Precautionary Fishing
2034,Large Phytoplankton,6609887241,Precautionary Fishing
2035,Large Phytoplankton,6921154693,Precautionary Fishing
2036,Large Phytoplankton,5986796516,Precautionary Fishing
2037,Large Phytoplankton,5931616407,Precautionary Fishing
2038,Large Phytoplankton,4972807457,Precautionary Fishing
2039,Large Phytoplankton,5297535853,Precautionary Fishing
2040,Large Phytoplankton,4909260860,Precautionary Fishing
2041,Large Phytoplankton,4982973901,Precautionary Fishing
2042,Large Phytoplankton,5318238408,Precautionary Fishing
2043,Large Phytoplankton,4305298534,Precautionary Fishing
2044,Large Phytoplankton,3806219146,Precautionary Fishing
2045,Large Phytoplankton,3484895715,Precautionary Fishing
2046,Large Phytoplankton,4923815350,Precautionary Fishing
2047,Large Phytoplankton,4202840843,Precautionary Fishing
2048,Large Phytoplankton,4142396780,Precautionary Fishing
2049,Large Phytoplankton,5660724153,Precautionary Fishing
2050,Large Phytoplankton,4270909737,Precautionary Fishing
2051,Large Phytoplankton,3478548420,Precautionary Fishing
2052,Large Phytoplankton,3481467281,Precautionary Fishing
2053,Large Phytoplankton,3953244365,Precautionary Fishing
2054,Large Phytoplankton,4172561765,Precautionary Fishing
2055,Large Phytoplankton,5869959871,Precautionary Fishing
2056,Large Phytoplankton,7248499236,Precautionary Fishing
2057,Large Phytoplankton,5094869812,Precautionary Fishing
2058,Large Phytoplankton,5099218936,Precautionary Fishing
2059,Large Phytoplankton,5287016943,Precautionary Fishing
2060,Large Phytoplankton,5288037096,Precautionary Fishing
2061,Large Phytoplankton,5929433407,Precautionary Fishing
2062,Large Phytoplankton,4441319417,Precautionary Fishing
2063,Large Phytoplankton,5647118367,Precautionary Fishing
2064,Large Phytoplankton,4194145257,Precautionary Fishing
2065,Large Phytoplankton,4110600798,Precautionary Fishing
2066,Large Phytoplankton,5569069949,Precautionary Fishing
2067,Large Phytoplankton,3963770010,Precautionary Fishing
2068,Large Phytoplankton,4042702565,Precautionary Fishing
